Marca,Producto,Precio_COP,Calificacion,Tienda
LENOVO,Portatil IdeaPad Slim 3 15IRH10 Intel Core I5 13420H SSD 512GB DDR5 24GB 15.3 Seafoam Green,,,Falabella
LENOVO,Portatil IdeaPad Slim 3 15IRH10 Intel Core I5 13420H SSD 512GB DDR5 16GB 15.3 WUXGA Tactil,,,Falabella
LENOVO,PORTATIL GAMER LEGION RYZEN 7-260 16GB RAM 1TB SSD RTX 5060 15.1'' WQXGA + GAME PASS,,,Falabella
LENOVO,"PORTATIL GAMER LOQ 15 - i5-12450HX - RTX 3050 6GB - 16GB DDR5 - 512GB SSD - 15.6"" FHD 144Hz",,,Falabella
LENOVO,"PORTATIL GAMER LOQ 15 - i5-12450HX - RTX 3050 6GB - 16GB DDR5 - 1TB SSD - 15.6"" FHD 144Hz",,,Falabella
LENOVO,PORTATIL THINKBOOK 14 GEN 7 / INTEL CORE ULTRA 5 125U / RAM 24GB DDR5 / SSD 1TB / WIN 11 PRO,,,Falabella
LENOVO,"Portatil IdeaPad Slim 3 intel Core I5-13420H Ssd 1TB Ram 24GB 15.3"" WUXGA Verde",,,Falabella
ASUS,PortÃ¡til B1403CVA-S67003 Intel Core i7-240H Ram 16gb Ssd 512 Pantalla 14,,,Falabella
HP,PortÃ¡til Gamer Victus AMD Ryzen 7 RAM 16GB SSD 512GB RTX 3050 6GB 144Hz,,,Falabella
LENOVO,"LOQ INTEL CORE I7-13620H SSD 1TB RAM 16GB RTX 4050 6GB LED 16"" FHD 144Hz",,,Falabella
LENOVO,PortÃ¡til ThinkPad E16 Gen3 16 Ryzen 7 16GB 512GB,,,Falabella
LENOVO,"PortÃ¡til LOQ Ryzen 7 250 Ram 16GB SSD 2TB RTX 5060 8GB 15,6"" FHD 144Hz",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 7 Ultra 9 275HX 48GB SSD 1TB RTX 5070 8GB Pantalla 16"" 2K 240Hz Oled",,,Falabella
ASUS,"PORTATIL E1504FA-NJ1555/ 15.6"" - FHD RYZEN 5 7520U / RAM 16GB DDR5 / SSD 1TB M.2 NMVE",,,Falabella
ASUS,Portatil Expertbook Intel Core 7-240H Ssd 512Gb Ram 24Gb 14 fhd,,,Falabella
LENOVO,"Portatil Gamer Legion 5 Ultra 9 275HX RAM 64GB 1TB SSD M.2 RTX 5060 8GB 16"" 2K 165Hz",,,Falabella
ASUS,PORTATIL VIVOBOOK 15 X1504VA - INTEL CORE i3 - 1315U - 40GB RAM - 512GB SSD / 15.6â FHD - Plata,,,Falabella
ASUS,PORTATIL VIVOBOOK 15 X1504VA - INTEL CORE i3 - 1315U - 40GB RAM - 2TB SSD / 15.6â FHD - Plata,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I7-13620H - RTX 5060 8GB - 16GB DDR5 - 1TB SSD - 15.6â FHD 144Hz,,,Falabella
ASUS,Portatil Expertbook Intel Core 7-240H Ssd 512Gb Ram 32Gb 14 fhd,,,Falabella
ASUS,Portatil Expertbook Intel Core 7-240H Ssd 1TB Ram 24Gb 14 fhd,,,Falabella
ASUS,Portatil Expertbook Intel Core 7-240H Ssd 2TB Ram 32Gb 14 fhd,,,Falabella
HP,PortÃ¡til Gamer Omen Intel Core I7 14650hx Ram 32GB Ssd 2TB Rtx 5060 8GB,,,Falabella
LENOVO,"Portatil IdeaPad Slim 3 Intel CI3 FHD 15.6"" Pulgadas 512Gb/8Ram",,,Falabella
ASUS,PORTATIL VIVOBOOK INTEL CORE I3 N305 RAM 8GB SSD 1TB 15.6 FHD SILVER,,,Falabella
HP,PORTATIL 250 G10 INTEL CORE I5 1334U / RAM 32GB DDR4 / SSD 512GB / 15.6 HD,,,Falabella
ASUS,Portatil Expertbook Intel Core 7-240H Ssd 512Gb Ram 16Gb 14 fhd,,,Falabella
ASUS,Portatil Expertbook Intel Core 7-240H Ssd 1TB Ram 32Gb 14 fhd,,,Falabella
ASUS,Portatil Expertbook Intel Core 7-240H Ssd 2TB Ram 16Gb 14 fhd,,,Falabella
ASUS,Portatil Expertbook Intel Core 7-240H Ssd 2TB Ram 24Gb 14 fhd,,,Falabella
ASUS,Portatil X1504VA Core i3 1315U 8GB 512GB Vivobook FHD,,,Falabella
ASUS,PORTATIL VIVOBOOK INTEL CORE I3-1315U 16GB RAM 2TB SSD 16 FHD,,,Falabella
ASUS,"PORTATIL E1504FA-NJ1555/ 15.6"" - FHD RYZEN 5 7520U / RAM 16GB DDR5 / SSD 2TB M.2 NMVE",,,Falabella
ASUS,PORTATIL ROG STRIX G15 RYZEN 7 6800H RTX 3050 4GB SSD 2TB RAM 16GB 15.6 FHD 144HZ,,,Falabella
ASUS,"PortÃ¡til Gamer TUF RYZEN 5 7535HS 64GB 1TB SSD M.2 RTX 3050 4GB PANTALLA 15,6"" FHD 144HZ",,,Falabella
ASUS,PORTATIL VIVOBOOK INTEL CORE I3-1315U 8GB RAM 512GB SSD 16 FHD,,,Falabella
ASUS,Notebook Experbook X1502va-bq1201 15.6,,,Falabella
ASUS,PORTATIL VIVOBOOKGO RYZEN 3-7320U 8GB RAM 512GB SSD 15.6 FHD,,,Falabella
ASUS,"Portatil TUF Gaming Ryzen 7 7445HS 64gb ram 512GB ssd RTX 4050 6GB pantalla 15,6"" 144hz 140v",,,Falabella
ASUS,"Portatil TUF Gaming Ryzen 7 7445HS 64gb ram 2TB ssd RTX 4050 6GB pantalla 15,6"" 144hz 140v",,,Falabella
HP,"PORTATIL G10 AMD RYZEN 7 7735U SSD 512GB RAM 32GB 15,6 FHD",,,Falabella
HP,"PortÃ¡til 15-FD1252LA INTEL ULTRA 5 /RAM 8GB/512GB/15""/FREE",,,Falabella
LENOVO,"Portatil IdeaPad Slim 3 Intel Core I5-13420h Ssd 1tb Ram 24gb 15.3"" Touch",,,Falabella
HP,PortÃ¡til OMNIBOOK 5 Intel Core i7 150U RAM 16GB SSD 4 TB Iris Xe 60Hz,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I7-13620H 32GB RAM 512GB SSD 14 FHD,,,Falabella
HP,PortÃ¡til Victus 15 RTX 3050 Ryzen 7 7445HS 8GB RAM 512GB SSD 15.6 Pulgadas,,,Falabella
HP,"PORTÃTIL CORE ULTRA 7 155H 40GB 2TB SSD 15.6"" FHD COPILOT",,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 8GB RAM 1TB SSD 14 FHD,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 16GB RAM 1TB SSD 14 FHD,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 24GB RAM 1TB SSD 14 FHD,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 32GB RAM 1TB SSD 14 FHD,,,Falabella
ASUS,PORTATIL INTEL CORE I3-1215U 12GB RAM 512GB SSD 15 FHD,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 8GB RAM 2TB SSD 14 FHD,,,Falabella
ASUS,PORTATIL INTEL CORE I3-1215U 16GB RAM 512GB SSD 15 FHD,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 16GB RAM 2TB SSD 14 FHD,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 24GB RAM 2TB SSD 14 FHD,,,Falabella
ASUS,PORTATIL INTEL CORE I3-1215U 8GB RAM 1TB SSD 15 FHD,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 32GB RAM 2TB SSD 14 FHD,,,Falabella
ASUS,"Portatil Ryzen 7 5825U 16GB RAM 512GB 15.6"" FullHD",,,Falabella
ASUS,PORTATIL INTEL CORE I3-1215U 16GB RAM 1TB SSD 15 FHD,,,Falabella
HP,PortÃ¡til Victus Gamer Intel Core I5-13420h Ram 16gb Ssd 512gb Rtx 4050,,,Falabella
HP,"Portatil 255 G10 AMD Ryzen 3 7320U SSD 512GB RAM 16GB 15.6"" HD Gris",,,Falabella
ASUS,"PORTATIL X1504ZA-BQ1870 CORE I3 1215U 8GB DDR4 512GB SSD PANTALLA 15,6 FHD HDMI COOL SILVER",,,Falabella
LENOVO,PortÃ¡til Gaming LOQ G9 Intel Core i5 NVIDIA RTX 3050,,,Falabella
LENOVO,PortÃ¡til Gaming LOQ G9 Ryzen 5 NVIDIA RTX 3050,,,Falabella
LENOVO,PORTATIL GAMER LOQ RYZEN 7-250 24GB RAM 512GB SSD RTX 5050 15.6'' FHD WINDOWS 11 HOME,,,Falabella
ASUS,"PORTATIL GAMER TUF RYZEN 7 7445HS 24 GB RAM 512 GB SSD 15"" FHD GEFORCE RTX 3050 4 GB NEGRO",,,Falabella
LENOVO,PortÃ¡til Gaming Legion 5 G10 Core i7 NVIDIA RTX 5060,,,Falabella
ASUS,"PORTATIL GAMER TUF RYZEN 7 7445HS 32 GB RAM 512 GB SSD 15"" FHD GEFORCE RTX 3050 4 GB NEGRO",,,Falabella
ASUS,"PORTATIL GAMER TUF RYZEN 7 7445HS 40 GB RAM 512 GB SSD 15"" FHD GEFORCE RTX 3050 4 GB NEGRO",,,Falabella
ASUS,PORTATIL VIVOBOOK 15 X1504VA - INTEL CORE i3 - 1315U - 40GB RAM - 1TB SSD / 15.6â FHD - Plata,,,Falabella
ASUS,"PORTATIL E1504FA-BQ2377 RYZEN 3 7320U 8GB 512 GB SSD 15"" FHD",,,Falabella
ASUS,"PORTATIL VIVOBOOK INTEL CORE I5-1334 12 GB RAM 1 TB SSD 15,6"" FHD COLOR PLATEADO + BOLSO",,,Falabella
ASUS,"PORTATIL VIVOBOOK INTEL CORE I5-1334U 12 GB RAM 2 TB SSD 15,6"" FHD COLOR PLATEADO + BOLSO",,,Falabella
HP,PortÃ¡til Victus 15-fb3019la Amd Ryzen 7-7445HS Ram 16gb Ssd 512 Rtx 3050,,,Falabella
ASUS,PORTATIL EXPERTBOOK AMD RYZEN 7-7735HS SSD 512GB RAM 24GB 14 FHD,,,Falabella
HP,"Portatil Gamer Victus Gaming 15 i5 13420H Ram 24Gb 512Gb RTX 4050 6GB Pantalla 15,6"" FHD 144hz",,,Falabella
HP,"PortÃ¡til 245 G10 Ryzen 3 7330U 8GB 512GB SSD 14""",,,Falabella
LENOVO,"PORTATIL AMD RYZEN 7 7730U / 40GB RAM / SSD 2TB / LED 14"" Full HD",,,Falabella
ASUS,PORTATIL EXPERTBOOK AMD RYZEN 7-7735HS SSD 512GB RAM 8GB 14 FHD,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 16GB SSD 8 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 32GB SSD 2 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 32GB SSD 1 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 32GB SSD 4 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 32GB SSD 256 GB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 24GB SSD 512GB SSD RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 40GB SSD 2 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 24GB SSD 256 GB RTX 5070 8 GB,,,Falabella
ASUS,PortÃ¡til Vivobook Amd Ryzen 3 7320u 8gb 512gb Fhd 15.6 Computador PortÃ¡til,,,Falabella
HP,"PortÃ¡til Omen Max 16 Ultra 7 255HX Ram 16GB SSD 2TB RTX 5080 16GB Pantalla 16"" 2k 165Hz",,,Falabella
HP,"PortÃ¡til Omen Max 16 Ultra 7 255HX Ram 24GB SSD 2TB RTX 5080 16GB Pantalla 16"" 2k 165Hz",,,Falabella
HP,"PortÃ¡til Omen Max 16 Ultra 7 255HX Ram 32GB SSD 2TB RTX 5080 16GB Pantalla 16"" 2k 165Hz",,,Falabella
ASUS,PortÃ¡til Gamer TUF AMD Ryzen 9 270 RAM 32GB SSD 1.5 TB RTX 5070 8 GB 165Hz,,,Falabella
LENOVO,"Portatil ThinkBook 14 Amd Ryzen 7 7735HS SSD 1TB RAM 32GB 14"" Fhd",,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 16GB SSD 4 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 16GB SSD 2 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 24GB SSD 2 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 16GB SSD 1 TB RTX 5070 8 GB,,,Falabella
ASUS,PORTATIL VIVOBOOK INTEL CORE I3 N305 RAM 8GB SSD 512GB 15.6 FHD SILVER,,,Falabella
ASUS,PORTATIL VIVOBOOK 15 X1504VA - INTEL CORE i3 - 1315U - 16GB RAM - 512GB SSD / 15.6â FHD - Plata,,,Falabella
ASUS,PortÃ¡til Gamer ROG ZEPHYRUS AMD Ryzen 9 270 RAM 16GB SSD 2 TB RTX 5060 8 GB 120Hz,,,Falabella
ASUS,PortÃ¡til Gamer ROG ZEPHYRUS AMD Ryzen 9 270 RAM 16GB SSD 1 TB RTX 5060 8 GB 120Hz,,,Falabella
LENOVO,"Portatil ThinkBook 14 Amd Ryzen 7 7735HS SSD 2TB RAM 32GB 14"" Fhd",,,Falabella
ASUS,PORTATIL GAMER TUF F16 - CORE i7 14650HX - RAM 64GB - SSD 2TB - RTX 5060 8GB,,,Falabella
LENOVO,PORTATIL GAMER LEGION PRO 7 - ULTRA 9 275HX - RAM 32GB - SSD 1TB - RTX 5070TI 12GB,,,Falabella
LENOVO,PORTATIL GAMER LEGION PRO 7 - ULTRA 9 275HX - RAM 32GB - SSD 2TB - RTX 5070TI 12GB,,,Falabella
LENOVO,PORTATIL GAMER LEGION PRO 7 - ULTRA 9 275HX - RAM 64GB - SSD 1TB - RTX 5070TI 12GB,,,Falabella
LENOVO,PORTATIL GAMER LEGION PRO 7 - ULTRA 9 275HX - RAM 64GB - SSD 2TB - RTX 5070TI 12GB,,,Falabella
ASUS,"PortÃ¡til Vivobook X1504ZA-BQ1870 Intel Core i3-1215u Ram 8 GB Ssd 512 GB Pantalla 15,6â³",,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I5-13420H - RTX 3050 6GB - RAM 24GB - 512GB SSD - 15.6â FHD 144Hz,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I5-13420H - RTX 3050 6GB - RAM 24GB - 1TB SSD - 15.6â FHD 144Hz,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I5-13420H - RTX 3050 6GB - RAM 24GB - 2TB SSD - 15.6â FHD 144Hz,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I5-13420H - RTX 3050 6GB - RAM 32GB - 2TB SSD - 15.6â FHD 144Hz,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I5-13420H - RTX 3050 6GB - RAM 40GB - 2TB SSD - 15.6â FHD 144Hz,,,Falabella
ASUS,"PORTATIL GAMER TUF RYZEN 7 7445HS 16 GB RAM 1 TB SSD 15"" FHD GEFORCE RTX 3050 4 GB NEGRO",,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I5-13420H - RTX 3050 6GB - RAM 16GB - 2TB SSD - 15.6â FHD 144Hz,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I5-13420H - RTX 3050 6GB - RAM 32GB - 512GB SSD - 15.6â FHD 144Hz,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I5-13420H - RTX 3050 6GB - RAM 40GB - 512GB SSD - 15.6â FHD 144Hz,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I5-13420H - RTX 3050 6GB - RAM 40GB - 1TB SSD - 15.6â FHD 144Hz,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I5-13420H - RTX 3050 6GB - RAM 64GB - 1TB SSD - 15.6â FHD 144Hz,,,Falabella
ASUS,"Portatil TUF F16 FX607V, INTEL CORE I5 210H, 8GB DDR4, 512GB PCIe G4, 16"", WUXGA, RTX 3050 6GB",,,Falabella
ASUS,PORTATIL GAMER TUF F16 - CORE i7 14650HX - RAM 64GB - SSD 1TB - RTX 5060 8GB,,,Falabella
LENOVO,PortÃ¡til Ideapad Slim 3 G10 16 Ryzen 7 16GB 512GB,,,Falabella
HP,"Portatil 15-FD0158la Intel Core I5 1235U, 8GB DDR4, 512GB SSD, 15.6",,,Falabella
LENOVO,"PortÃ¡til Ideapad Slim 5 16"" G11 Intel Core Ultra 5 16G",,,Falabella
ASUS,Portatil E15004 - PROCESADOR AMD RYZEN 3-7320U - MEMORIA RAM DDR5 8GB - DISCO SSD 512GB,,,Falabella
HP,"PortÃ¡til Omen Max 16 Ultra 7 255HX Ram 16GB SSD 1TB RTX 5080 16GB Pantalla 16"" 2k 165Hz",,,Falabella
LENOVO,"PORTATIL AMD RYZEN 7 7730U / 16GB RAM / SSD 2TB / LED 14"" Full HD",,,Falabella
ASUS,"PortÃ¡til Gamer TUF RYZEN 5 7535HS 16GB 2TB SSD M.2 RTX 3050 4GB PANTALLA 15,6"" FHD 144HZ",,,Falabella
HP,"PortÃ¡til Gamer victus Ryzen 7 7445HS - RAM 8Gb SSD 512GB RTX 3050 6gb pantalla 15,6"" FHD 144hz.",,,Falabella
LENOVO,"Portatil Legion Pro 5 Amd Ryzen 7-8745HX Rtx 5060 8GB SsD 1TB Ram 32GB Oled 16""",,,Falabella
HP,PORTATIL GAMER OMEN - ULTRA 7 255H - RAM 32 GB - SSD 2TB- RTX 5060 8GB,,,Falabella
LENOVO,PortÃ¡til Yoga Pro Ryzen 7 8845HS 16GB 1TB RTX 3050,,,Falabella
LENOVO,Portati V14 G5 Core 3-100U Ssd 1TB Ram 8GB LCD 14 Fhd W11 Home,,,Falabella
LENOVO,Portati V14 G5 Core 3-100U Ssd 1TB Ram 16GB LCD 14 Fhd W11 Home,,,Falabella
LENOVO,"Portatil Legion 5 15AHP10 RYZEN 7 260 Ram 16GB SSD 512GB RTX 5060 8GB 15,3""",,,Falabella
ASUS,"PORTATIL EXPERTBOOK INTEL 7 240H / RAM 48GB DDR5/ 1TB M.2/ 14""/WIN11 PRO",,,Falabella
ASUS,PORTATIL VIVOBOOK INTEL CORE I3-1315U 12GB RAM 512GB SSD 16 FHD,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE 5-210H 16GB RAM 1TB SSD 14'' FHD WINDOWS 11 PRO,,,Falabella
LENOVO,"PORTÃTIL IDEAPAD SLIM 3 RYZEN 5 8640HS 8GB RAM 512GB SSD 15,3"" WUXGA",,,Falabella
HP,"PortÃ¡til 440 G11 Intel Ultra 7 155U /Ram 16GB / 512GB SSD/ 14"" / W11P",,,Falabella
ASUS,"PORTATIL EXPERTBOOK INTEL 7 240H / RAM 64GB DDR5/ 1TB M.2/ 14""/WIN11 PRO",,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 Intel Core Ultra 9 275HX RAM 16GB SSD 512 GB RTX 5060 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 Intel Core Ultra 9 275HX RAM 16GB SSD 8 TB RTX 5060 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 Intel Core Ultra 9 275HX RAM 24GB SSD 256 GB RTX 5060 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 Intel Core Ultra 9 275HX RAM 40GB SSD 2 TB RTX 5060 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 Intel Core Ultra 9 275HX RAM 48GB SSD 256 GB RTX 5060 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 Intel Core Ultra 9 275HX RAM 8GB SSD 256 GB RTX 5060 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 Intel Core Ultra 9 275HX RAM 8GB SSD 8 TB RTX 5060 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 Intel Core Ultra 9 275HX RAM 8GB SSD 512 GB RTX 5060 8 GB,,,Falabella
HP,PORTÃTIL RYZEN 7 7730U / RAM 16 GB / SSD 1 TB / 15.6â FHD + Funda y Mouse,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I5-13420H - RTX 3050 6GB - RAM 32GB - 1TB SSD - 15.6â FHD 144Hz,,,Falabella
HP,"Portatil ProBook 440 G10 Intel Core I5 1335U SSD 1 TB 32GB 14"" FHD Video 4GB RTX2050 Win 11 Home",,,Falabella
LENOVO,Portatil IdeaPad Slim 3 Core i3 8GB RAM + 512GB Pantalla 15.6â FHD,,,Falabella
LENOVO,PortÃ¡til Ideapad Slim 3 15 G10 Ryzen 7 16GB,,,Falabella
LENOVO,"Portatil IdeaPad Slim 3 15AMN8 AMD Ryzen 3 30 Serie 10 SSD 512GB 16GB 15.6"" FHD Artic Grey",,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 32GB RAM 512GB SSD 14 FHD,,,Falabella
ASUS,"Portatil Gamer ROG STRIX G16 Ryzen 9 8940HX Ram 16GB SSD 1TB RTX 5070 16"" WUXGA 165HZ",,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I7-13620H 16GB RAM 512GB SSD 14 FHD,,,Falabella
HP,"Portatil Gamer Victus Gaming 15 i5 13420H Ram 16Gb 2TB RTX 4050 6GB Pantalla 15,6"" FHD 144hz",,,Falabella
ASUS,"PORTATIL E1504FA-BQ2377 AMD RYZEN 3 7320U 8GB LPDDR5 512GB SSD PANTALLA 15"" FHD COOL SILVER",,,Falabella
ASUS,PORTATIL ROG STRIX RYZEN 9-8940HX GRAFICA RTX 5070 8GB RAM DDR516GB SSD 1TB,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I7-13620H - RTX 5060 8GB - 32GB DDR5 - 2TB SSD - 15.6â FHD 144Hz,,,Falabella
ASUS,"PortÃ¡til Intel Core I5 13420h Ram 8gb Ssd 512gb FHD 15,6",,,Falabella
ASUS,"PortÃ¡til Vivobook X1504VA i5-1334U RAM 12GB 512GB SSD 15,6 Pulgadas",,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 24GB RAM 512GB SSD 14 FHD,,,Falabella
HP,"Portatil Gamer Victus Gaming 15 i5 13420H Ram 48Gb 2TB RTX 4050 6GB Pantalla 15,6"" FHD 144hz",,,Falabella
ASUS,"Portatil Gamer ROG STRIX G16 Ryzen 9 8940HX Ram 24GB SSD 1TB RTX 5070 16"" WUXGA 165HZ",,,Falabella
ASUS,"Portatil Gamer ROG STRIX G16 Ryzen 9 8940HX Ram 32GB SSD 1TB RTX 5070 16"" WUXGA 165HZ",,,Falabella
ASUS,PORTATIL GAMER ROG RYZEN 9-8940HX 16GB RAM 512GB SSD RTX 5070 15.6'' WUXGA + GAME PASS,,,Falabella
ASUS,PORTATIL X1605VA Intel i5-13420H RAM 16GB 512GB SSD 16 Pulgadas,,,Falabella
HP,"Portatil Gamer Victus Gaming 15 i5 13420H Ram 64Gb 2TB RTX 4050 6GB Pantalla 15,6"" FHD 144hz",,,Falabella
ASUS,"Portatil Gamer ROG STRIX G16 Ryzen 9 8940HX Ram 48GB SSD 1TB RTX 5070 16"" WUXGA 165HZ",,,Falabella
ASUS,"Portatil VivoBook 15 X1504VA-E84556 Intel Core 5 120U SSD 512GB DDR5 16GB 15.6"" FHD",,,Falabella
ASUS,Portatil VivoBook Go 15 E1504FA-BQ2334 Ryzen 5 7520U 16GB 512GB Silver 15.6â³ + MaletÃ­n y Mouse,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 16GB RAM 512GB SSD 14 FHD,,,Falabella
ASUS,PortÃ¡til Tuf Core-5 210h 24gb 512gb Rtx 3050 6gb 16 Fhd Repotenciado,,,Falabella
HP,"VICTUS INTEL CORE I5-12450H RTX 3050 4GB SSD 512GB RAM 8GB LED 15,6"" FHD 144Hz",,,Falabella
LENOVO,PORTATIL 15AMN8 RYZEN 3-30 16GB RAM 512GB SSD 15 FHD,,,Falabella
LENOVO,PortÃ¡til Gamer LOQ AMD Ryzen 7 7735HS RAM 24GB SSD 512GB SSD RTX 4050 6 GB 144HZ,,,Falabella
LENOVO,PortÃ¡til Gamer LOQ AMD Ryzen 7 7735HS RAM 40GB SSD 1 TB RTX 4050 6 GB 144HZ,,,Falabella
LENOVO,PortÃ¡til Gamer LOQ AMD Ryzen 7 7735HS RAM 32GB SSD 512GB SSD RTX 4050 6 GB 144HZ,,,Falabella
LENOVO,PortÃ¡til Gamer LOQ AMD Ryzen 7 7735HS RAM 24GB SSD 2 TB RTX 4050 6 GB 144HZ,,,Falabella
LENOVO,PortÃ¡til Gamer LOQ AMD Ryzen 7 7735HS RAM 48GB SSD 2 TB RTX 4050 6 GB 144HZ,,,Falabella
LENOVO,PortÃ¡til Gamer LOQ AMD Ryzen 7 7735HS RAM 64GB SSD 2 TB RTX 4050 6 GB 144HZ,,,Falabella
LENOVO,PortÃ¡til Gamer LOQ AMD Ryzen 7 7735HS RAM 48GB SSD 1 TB RTX 4050 6 GB 144HZ,,,Falabella
LENOVO,PortÃ¡til Gamer LOQ AMD Ryzen 7 7735HS RAM 48GB SSD 512GB SSD RTX 4050 6 GB 144HZ,,,Falabella
LENOVO,PortÃ¡til Gamer LOQ AMD Ryzen 7 7735HS RAM 40GB SSD 512GB SSD RTX 4050 6 GB 144HZ,,,Falabella
HP,"Computador PortÃ¡til Gamer Omen Amd Ryzen 9 8940HX 48/ 1 TB RTX 5060 8GB 16"" 2K 144HZ",,,Falabella
LENOVO,PORTATIL INTEL CORE I5-13420H 8GB RAM 512GB SSD PANTALLA 15.3 WUXGA TACTIL,,,Falabella
LENOVO,PORTATIL INTEL CORE I5-13420H 24GB RAM 512GB SSD PANTALLA 15.3 WUXGA TACTIL,,,Falabella
LENOVO,PortÃ¡til Gamer Loq AMD Ryzen 7 R7 7735hs Ram 16gb Ddr5 Ssd 512gb Rtx 4050 6Gb,,,Falabella
LENOVO,PortÃ¡til Gamer Loq AMD Ryzen 7 R7 7735hs Ram 24gb Ddr5 Ssd 512gb Rtx 4050 6Gb,,,Falabella
HP,"PortÃ¡til Omen Slim 16 Ultra 9 285H Ram 48GB SSD 1TB RTX 5070 8GB Pantalla 16"" WQXGA 240Hz",,,Falabella
HP,"PortÃ¡til Omen Slim 16 Ultra 9 285H Ram 64GB SSD 1TB RTX 5070 8GB Pantalla 16"" WQXGA 240Hz",,,Falabella
HP,"Computador PortÃ¡til Gamer Omen Amd Ryzen 9 8940HX 64/ 2 TB RTX 5060 8GB 16"" 2K 144HZ",,,Falabella
HP,"PortÃ¡til Omen Slim 16 Ultra 9 285H Ram 24GB SSD 1TB RTX 5070 8GB Pantalla 16"" WQXGA 240Hz",,,Falabella
HP,"PORTATIL 15 - RYZEN 7 7730U - 15.6"" FHD - RAM 24GB DDR4 3200MHZ - 1TB M.2 - CHAMPAGNE SILVER",,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I7-13620H 24GB RAM 512GB SSD 14 FHD,,,Falabella
ASUS,PortÃ¡til M1502YA Ryzen 7 5825U 16GB 1TB VivoBook 15,,,Falabella
LENOVO,PORTATIL LEGION INTEL CORE ULTRA 7-255HX 16GB RAM 1TB SSD RTX 5070 15'' OLED WQXGA,,,Falabella
