Marca,Producto,Precio_COP,Calificacion,Tienda
LENOVO,PortÃ¡til ThinkPad L16 G2 Core Ultra 5 16GB 512GB + AI,,,Falabella
ASUS,PORTATIL EXPERTBOOK INTEL CORE I5 13420H 24GB 1TB SSD WIN11 PRO,,,Falabella
LENOVO,"PortÃ¡til Corporativo X1 Yoga Gen7 360 touch Core I5 1240P 8/256 SSD- Win 11 Pro 14"" Touch.",,,Falabella
ASUS,PORTATIL GAMER TUF - RYZEN7 7445HS - RAM 32GB - SSD 1TB - RTX 4050 6GB,,,Falabella
ASUS,"PORTATIL VIVOBOOK M1502YA-BQ925 RYZEN 7 5825U 24GB RAM 1TB SSD 15,6'' FHD",,,Falabella
ASUS,"PORTATIL VIVOBOOK INTEL CORE I3-1315U SSD 512GB RAM 24GB 15,6 FULL HD",,,Falabella
HP,"PORTATIL GAMER VICTUS RYZEN 7 7445HS- 15.6"" 144HZ- RTX 3050 - RAM 16GB DDR5 SSD 512GB + COMBO GAMER",,,Falabella
LENOVO,PortÃ¡til Legion Pro7 G10 CUltra 9 32GB 2TB NVIDIA +AI - Negro,,,Falabella
LENOVO,PortÃ¡til Yoga Slim 7 Core Ultra 7 32GB 1TB 153â - Gris,,,Falabella
LENOVO,PortÃ¡til IdeaPad Slim 5 Core i5 16GB RAM 512GB + Earbuds E310 inalÃ¡mbricos + Mouse Bluetooth,,,Falabella
ASUS,PORTATIL INTEL CORE I5-13420H SSD 2TB RAM 24GB LED 14 FULL HD,,,Falabella
ASUS,PORTATIL INTEL CORE i5-13420H SSD 1TB RAM 16GB LED 14 FHD /,,,Falabella
HP,PORTÃTIL VICTUS/ AMD RYZEN 7 7445HS / RTX 3050 6GB / 32GB DDR5 / 1TB SSD / 15.6â+ FUNDA Y MOUSE,,,Falabella
HP,"PORTATIL AMD RYZEN 7-7730U SSD 2TB RAM 32GB LED 15,6 FULL HD",,,Falabella
LENOVO,"Portatil Thinkpad X13 Gen 2 Core I5-1135g7 256 Ssd 8gb 13.3""..",,,Falabella
ASUS,Portatil Pentium Ram 4GB Disco 64GB + 256 GB Ssd 14pulg Win11,,,Falabella
LENOVO,PORTATIL V14 G4 IRU INTEL CORE I3-1315U 8GB RAM 512GB SSD 14 FHD + MOUSE INALAMBRICO,,,Falabella
LENOVO,PortÃ¡til V14 G4 AMN AMD Ryzen 3 7320U 16GB 1TB FHD 14,,,Falabella
LENOVO,PORTATIL AMD RYZEN 7-7730U SSD 512GB RAM 40GB LED 14 FULL HD,,,Falabella
HP,"PORTATIL VICTUS RYZEN 7- 15.6"" 144HZ- RTX 3050 6GB- RAM 24GB DDR5 SSD 512GB + DIADEMAS REDRAGON",,,Falabella
HP,PORTATIL PORTATIL INTEL CI5 1235U RAM 8GB DDR4 SSD 512GB M2 156 - FHD,,,Falabella
HP,PORTATIL PORTATIL INTEL CI5 1235U RAM 24GB DDR4 SSD 1TB M2 156 - FHD,,,Falabella
HP,"PAVILION INTEL CORE I5-1235U SSD 2TB RAM 24GB LED 15,6 FULL HD",,,Falabella
HP,"PAVILION INTEL CORE I5-1235U SSD 1TB RAM 32GB LED 15,6 FULL HD",,,Falabella
HP,PORTATIL INTEL CORE I5-1235U SSD 512GB RAM 24GB LED 15.6 HD,,,Falabella
HP,"PORTATIL INTEL CORE I7-1355U SSD 1TB RAM 16GB LED 15,6 FULL HD",,,Falabella
HP,"PORTÃTIL RYZEN 5 7520U 16GB RAM 1TB SSD 15.6"" HD LED + BOLSO + GAME PASS",,,Falabella
ASUS,"Portatil X1504ZA CORE I5 1235U DDR4 24GB SSD 1TB 15,6 FHD GRAFICA INTEL IRIS PLUS XE",,,Falabella
HP,PORTATIL INTEL CORE I5 1235U - RAM 16GB DDR4 - SSD 1TB M2 - 15.6 - FULL HD - IRIS XE GRAPHICS,,,Falabella
HP,PORTATIL CORPORATIVO 240 INTEL CORE I5-1334U SSD 512GB RAM 40GBÂ 14Â FHD W11 PRO,,,Falabella
HP,"VICTUS AMD RYZEN 7-7445HS RTX 3050 6GB SSD 2TB RAM 32GB LED 15,6"" FHD 144Hz",,,Falabella
ASUS,"TUF GAMING AMD RYZEN 7-7445HS RTX 3050 4GB SSD 512GB RAM 32GB LED 15,6 FHD 144Hz",,,Falabella
HP,"PORTATIL INTEL CORE I7-1355U SSD 2TB RAM 40GB LED 15,6 FULL HD",,,Falabella
HP,"PORTATIL AMD RYZEN 7 7730U 24GB RAM 512GB SSD PANTALLA 15,6"" FHD",,,Falabella
HP,"PORTÃTIL-HP VICTUS 15-INTEL COREI5-13420H-16GB-512GB SSD-PANT 15,6""FHD- RTX 3050 6GB GDDR6-WIN 11",,,Falabella
HP,"PORTATIL AMD RYZEN 7 7730U 32GB RAM 2TB SSD PANTALLA 15,6"" FHD",,,Falabella
ASUS,Portatil E1504fa-nj1581 Ryzen 5-7520u Ram 16gb Ssd 512gb,,,Falabella
LENOVO,Portatil gamer Legion 5 pro Core I9 13900HX 32/1 TB RTX 4060 8GB 16 2K 165 FHD,,,Falabella
ASUS,"PORTATIL TUF INTEL CORE 5-210H RTX 3050 6GB SSD 1TB RAM 32GB 16"" WUXGA 144HZ",,,Falabella
HP,PORTATIL INTEL CORE I5-1235U SSD 512GB RAM 32GB LED 15.6 HD,,,Falabella
ASUS,PortÃ¡til Gamer TUF A16 AMD Ryzen 7 RAM 32GB SSD 4TB RTX 4050 6GB FHD 144 Hz,,,Falabella
ASUS,"PortÃ¡til Vivobook 15 /CORE I5 /RAM 8GB/ 256GB SSD/ 15,6""/ W10H/TOUCH",,,Falabella
ASUS,PORTATIL GAMER TUF - RYZEN7 7445HS - RAM 24GB - SSD 1TB - RTX 4050 6GB,,,Falabella
HP,PortÃ¡til Gamer Victus 15-fb3022la AMD R7-7445HS 16GB RAM 512GB SSD RTX4050 6GB,,,Falabella
LENOVO,Portatil 14' AMD R5-7520U Ram 8GB 256GB SSD Grey.,,,Falabella
LENOVO,"PORTATIL SLIM INTEL CORE I5-13420H SSD 1TB RAM 16GB LED 15,3 FULL FHD",,,Falabella
ASUS,"Portatil TUF Gaming Ryzen 7 7445HS 48gb ram 2TB ssd RTX 4050 6GB pantalla 15,6"" 144hz 140v",,,Falabella
LENOVO,"RYZEN 7 7730U - Ram 40GB DDR4 - 1Tera SSD - WIN 11 Home 14"" - RJ45",,,Falabella
HP,Portatil Victus Gaming Ryzen 7 7445HS 24GB 512GB RTX 3050,,,Falabella
HP,PORTATIL INTEL CORE I5 1235U - RAM 16GB DDR4 - SSD 512GB M2 - 156 - FULL HD - IRIS XE GRAPHICS,,,Falabella
LENOVO,"PORTATIL LOQ 15IAX9E - CORE I5 12450HX - 16GB - 512GB - 15,6"" FHD - GEFORCE RTX 3050 6GB GDDR6 - GREY",,,Falabella
HP,PORTATIL GAMER VICTUS / RYZEN 7 7445HS / RTX 3050 6GB / RAM 16GB / SSD 512GB / 15.6â³ FHD 144Hz,,,Falabella
ASUS,PortÃ¡til Vivobook 15 X1502VA-NJ929 Inte i7-13620H RAM 16GB 512GB SSD,,,Falabella
HP,"PORTATIL AMD RYZEN 7 7730U 15.6"" FHD / RAM 32GB DDR4 3200MHZ/ SSD M.2 1TB",,,Falabella
LENOVO,"V14 AMD RYZEN 7 7730U - Ram 40GB DDR4 - 1TB SSD - WIN 11 Home 14"" - RJ45",,,Falabella
HP,"Portatil Gamer Victus Gaming 15 i5 13420H Ram 32Gb 1Tb RTX 4050 6GB Pantalla 15,6"" FHD 144hz",,,Falabella
HP,PortÃ¡til 15.6â Full HD AMD Ryzen 7 7730U 24GB RAM 512GB SSD Plata,,,Falabella
LENOVO,"IDEAPAD SLIM INTEL CORE I5-12450H SSD 2TB RAM 8GB LED 15,6 TOUCH FULL HD",,,Falabella
HP,"PORTATIL AMD RYZEN 7 7730U/ RAM 32GB/ SSD 1TB M.2/ 16"" FHD Funda + Mouse",,,Falabella
HP,PORTATIL GAMER VICTUS 15-FB3093 - RYZEN 7 7445HS - RAM 24GB - SSD 1TB - RTX 4050 6GB,,,Falabella
ASUS,"PortÃ¡til E1504FA-BQ2334 Ryzen 5-7520U Ram 16GB SSD 512GB Pantalla 15,6",,,Falabella
HP,"Portatil Gamer Victus Gaming 15 i5 13420H Ram 32Gb 512Gb RTX 4050 6GB Pantalla 15,6"" FHD 144hz",,,Falabella
LENOVO,PORTATIL AMD RYZEN 7-7730U SSD 2TB RAM 16GB LED 14 FULL HD,,,Falabella
LENOVO,PORTATIL GAMER LOQ AMD RYZEN 7 7435hs 16/512 SSD 15.6 FHD IPS 144HZ RTX 4060 8GB Win 11.,,,Falabella
LENOVO,PORTATIL GAMER LEGION 5 - ULTRA 9 275HX - RAM 64GB - SSD 2TB - RTX 5060 8GB,,,Falabella
ASUS,PORTATIL VIVOBOOK / INTEL CORE I7-13620H / 40GB RAM DDR4 / 1TB SSD M.2,,,Falabella
ASUS,Portatil M3607HA Ryzen 9 270 16GB 512GB Vivobook S16,,,Falabella
HP,"PortÃ¡til Gamer Omen Intel I7 RTX 4060 16GB 1TB 16"" FHD",,,Falabella
LENOVO,PortÃ¡til Workstation P16s G4 AMD R AI7 Pro 32GB 1TB,,,Falabella
ASUS,PORTÃTIL 16â³ RYZEN 9 24GB RAM 512GB SSD WUXGA GRIS + KASPERSKY,,,Falabella
HP,"PortÃ¡til gamer VICTUS 15-fa1093dx 15.6"",Core i5 13420h 16 GB 512GB SSD RTX 3050 6 GB144 Hz Win 11.",,,Falabella
ASUS,PORTATIL M1502 AMD RYZEN 7 5825U RAM 16GB DDR4/ SSD 1TB M.2/ 15.6/WIN11 HOME,,,Falabella
ASUS,"PORTATIL VIVOBOOK INTEL CORE I3-1315U SSD 2TB RAM 24GB 15,6 FULL HD",,,Falabella
LENOVO,"PORTATIL SLIM 3 15IRH10 INTEL CORE I7-13620H 40GB RAM 512GB SSD 15.3"" FHD WUXGA",,,Falabella
ASUS,X1502VA-NJ942 INTEL CORE I5 13420H 16GB DDR4 1TB M2 PANTALLA 156 FHD,,,Falabella
ASUS,Portatil Vivobook 15 CORE I5 1235U Ram 24GB Ssd 1TB 15.6 FHD QUIET BLUE COLOR X1504ZA,,,Falabella
HP,PortÃ¡til Pavilion 15-eh3003la Ryzen 7 7730u 24gb 512gb Fhd,,,Falabella
LENOVO,V14 INTEL CORE I5-13420H SSD 2TB RAM 24GB LED 14 FHD,,,Falabella
ASUS,Portatil ExpertBook Intel Corei5 13420H 16GB DDR5 512GB SSD 14 W11 Pro Negro.---,,,Falabella
LENOVO,"PORTATIL V15 Intel Core I5-13420h RAM 24GB SSD 1TB PANTALLA 15,6"" FHD - WIN 11 HOME",,,Falabella
HP,PORTATIL GAMER OMEN - ULTRA 7 255H - RAM 32 GB - SSD 1TB- RTX 5060 8GB,,,Falabella
ASUS,PORTATIL EXPERTBOOK INTEL CORE I5 13420H 40GB 1TB SSD WIN11 PRO,,,Falabella
ASUS,Portatil ExpertBook Intel Corei5 13420H 24GB 1TB SSD 14 W11 Pro,,,Falabella
ASUS,Portatil ExpertBook Intel Core i7 13620H 24GB 1TB SSD 14 WIN11 Pro,,,Falabella
LENOVO,PORTATIL V14 - Intel Core I7-1355U RAM 24GB DDR4 - 1TB SSD - 14,,,Falabella
HP,"PORTATIL INTEL CORE I7-1355U SSD 2TB RAM 32GB LED 15,6 FULL HD",,,Falabella
ASUS,PortÃ¡til Vivobook X1502VA Intel Core I7 13620H DDR4 16GB SSD 512BB 15 FHD,,,Falabella
HP,"Portatil 15 Intel Core I7 1355u Ssd 512gb Ram 12gb Led 15,6 - Win 11 Home",,,Falabella
LENOVO,PortÃ¡til Yoga Slim 9 G10 Core Ultra 7 32GB 1TB + AI,,,Falabella
HP,"PORTATIL PROBOOK 440 G10 - CORE I5 1335U - 32GB DDR4 - 1TB SSD - 14"" HD - RTX 2050 4GB - WIN11",,,Falabella
LENOVO,"PORTATIL V15 Intel Core I5-13420h RAM 40GB SSD 1TB PANTALLA 15,6"" FHD - WIN 11 HOME",,,Falabella
LENOVO,"Portatil IdeaPad Slim 5 - Intel Core I5 - SSD 512GB - DDR5 8GB - Pantalla 14"" - Notebook",,,Falabella
ASUS,"PORTATIL VIVOBOOK INTEL CORE I3-1315U SSD 2TB RAM 40GB 15,6 FULL HD",,,Falabella
LENOVO,"PORTATIL AMD RYZEN 7 7730U / 24GB RAM / SSD 1TB / LED 14"" Full HD",,,Falabella
HP,PORTÃTIL VICTUS/ AMD RYZEN 7 7445HS / RTX 3050 6GB / 32GB DDR5 / 512GB SSD / 15.6â+ FUNDA Y MOUSE,,,Falabella
ASUS,PortÃ¡til Vivobook Amd Ryzen Ai 7 350 Ram 16Gb Ddr5 Ssd 512gb 16 Pulg Computador PortÃ¡til,,,Falabella
LENOVO,"LOQ AMD RYZEN 7-7840HS RTX 4050 6GB SSD 1TB RAM 32GB LED 15,6"" FHD 165Hz",,,Falabella
HP,PORTÃTIL VICTUS / AMD RYZEN 7 7445HS / RTX 3050 6GB / 32GB RAM / 2TB SSD / 15.6â FHD,,,Falabella
HP,PORTÃTIL VICTUS / AMD RYZEN 7 7445HS / RTX 3050 6GB / 16GB RAM / 1TB SSD / 15.6â FHD,,,Falabella
LENOVO,PortÃ¡til Gamer LOQ AMD RYZEN 7 7435hs RAM64 GB Ssd 1Tb 15.6 FHD Ips 144hz Rtx 4050 6GB Win 11,,,Falabella
ASUS,PORTATIL EXPERTBOOK INTEL CORE I5 13420H 16GB 512GB SSD WIN11 PRO,,,Falabella
LENOVO,PORTATIL AMD RYZEN 7-7730U SSD 1TB RAM 16GB LED 14 FULL HD,,,Falabella
ASUS,PortÃ¡til Gamer TUF A16 FA607N / Ryzen 7 7445HS / RTX 4050 6GB / 24GB RAM / SSD 1TB / 16â³ WUXGA,,,Falabella
LENOVO,"PORTATIL V14 G4 IRU INTEL CORE I3-1315U 24GB RAM 256 GB SSD 14"" FHD + MOUSE INALAMBRICO",,,Falabella
LENOVO,PORTATIL INTEL CORE I5 13420H Gen 13 - 24GB RAM - SSD 512GB - 14â³ FHD - WIN 11 HOME,,,Falabella
ASUS,PORTATIL VIVOBOOK INTEL CORE I7 13620H 24GB RAM 1TB SSD 16 FHD,,,Falabella
ASUS,EXPERTBOOK INTEL CORE I5-13420H SSD 1TB RAM 32GB LED 14 FULL HD,,,Falabella
LENOVO,"PortÃ¡til Ideapad Slim 3 Intel Core i5 13420H Ram 24gb DDR5 Ssd 1tb 15,3"" Wuxga",,,Falabella
LENOVO,IdeaPad Slim 3 15IAN8 - Type 82XB  Procesador IntelÂ® Coreâ¢ i3-N305,,,Falabella
LENOVO,"V14 AMD RYZEN 7 7730U - Ram 24GB DDR4 - 1TB SSD - WIN 11 Home 14"" - RJ45",,,Falabella
ASUS,"PORTATIL VIVOBOOK M1502YA-BQ925 RYZEN 7 5825U 24GB RAM 512GB SSD 15,6'' FHD",,,Falabella
LENOVO,"PORTÃTIL IDEAPAD SLIM 3 15IRU8 INTEL CORE I3-1315U 8GB RAM 1TB SSD 15.6"" FHD + BOLSO",,,Falabella
HP,"PORTATIL VICTUS RYZEN 7- 15.6"" FHD 144HZ- RTX 3050 6GB- RAM 40GB DDR5 SSD 2TB + DIADEMAS REDRAGON",,,Falabella
ASUS,EXPERTBOOK INTEL CORE I5-13420H SSD 512GB RAM 8GB LED 14 FULL HD,,,Falabella
LENOVO,"PORTATIL AMD RYZEN 7 7730U / 16GB RAM / SSD 512GB / LED 14"" Full HD",,,Falabella
LENOVO,"PortÃ¡til Gamer LegiÃ³n 5 - I7 14700HX ram 48GB SSD 2TB M.2 RTX 5060 8GB 15"" 2K OLED 165Hz",,,Falabella
LENOVO,PORTATIL INTEL CORE i5-13420H SSD 2TB RAM 24GB LED 14 FULL HD,,,Falabella
HP,PORTÃTIL VICTUS / AMD RYZEN 7 7445HS / RTX 3050 6GB / 32GB / 1TB SSD / 15.6â FHD+DIADEMAS RAZER,,,Falabella
HP,"PAVILION INTEL CORE I5-1235U SSD 512GB RAM 16GB LED 15,6 FULL HD",,,Falabella
LENOVO,PORTATIL V14 G4 IRU INTEL CORE I3-1315U 12GB RAM 1TB SSD 14 FHD + MOUSE INALAMBRICO,,,Falabella
ASUS,PORTATIL EXPERTBOOK INTEL CORE I5-13420H RAM 24GB SSD 1TB WIN11 PRO,,,Falabella
HP,PORTATIL PORTATIL INTEL CI5 1235U RAM 32GB DDR4 SSD 512GB M2 156 - FHD,,,Falabella
HP,PORTATIL INTEL CORE I5-1235U SSD 1TB RAM 40GB LED 15.6 HD,,,Falabella
LENOVO,"PORTATIL V14 G4 AMN RYZEN 3 7320U 16GB 256GB 14"" FHD",,,Falabella
HP,PORTATIL PORTATIL INTEL CI5 1235U RAM 32GB DDR4 SSD 1TB M2 156 - FHD,,,Falabella
HP,"PortÃ¡til VICTUS - CORE I5 13420H - 32GB RAM - 1TB SSD - RTX 4050 6GB - 15.6"" FA2701WM GAMER",,,Falabella
HP,PORTATIL PORTATIL INTEL CI5 1235U RAM 24GB DDR4 SSD 512GB M2 156 - FHD,,,Falabella
ASUS,"PORTATIL GAMER ROG STRIX G16 RYZEN 9 8940HX / RTX 5070 TI / 48GB RAM / 2TB SSD / 16"" WUXGA 165HZ",,,Falabella
LENOVO,PortÃ¡til Thinkbook / Intel Core i3 1115G4 / 8G Ram / 256G ssd / 15.6 FHD / Sensor huella,,,Falabella
ASUS,Portatil M1402I R5 4600H 8G 512SSD Negro,,,Falabella
LENOVO,Portatil gamer Legion 5 pro Core I9 13900HX 64/1 TB RTX 4060 8GB 16 2K 165 FHD,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Core i9 64GB SSD 4TB RTX5070 8GB,,,Falabella
LENOVO,"PORTATIL THINKBOOK CORE I7 1355U - 16GB DDR5 - 512GB SSD - 14"" WUXGA - RJ45 - WIN 11 PRO",,,Falabella
LENOVO,PortÃ¡til Ideapad Slim 5 14iah8 Ci5 12450h 8gb 512gb,,,Falabella
ASUS,"PORTATIL VIVOBOOK INTEL CORE 5 120U/RAM 24GB DDR4/ SSD 1TB/ WIN11 HOME/ 15,6"" FHD",,,Falabella
ASUS,PORTATIL EXPERTBOOK INTEL CORE I5-13420H RAM 40GB SSD 1TB WIN11 PRO,,,Falabella
HP,"PORTATIL INTEL CORE I7-1355U SSD 512GB RAM 16GB LED 15,6 FULL HD",,,Falabella
LENOVO,"PORTATIL - RYZEN 7 7730U - 8GB RAM - 512GB SSD - 14"" - MOD: V14 G4 ABP - COMPUTADOR PORTATIL",,,Falabella
ASUS,Portatil ExpertBook Intel Core i7 13620H 24GB 512GB SSD 14 W11 Pro Negro,,,Falabella
LENOVO,V14 G4 IRU - Intel i5 8GB DDR4 512GB SSD,,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 5 Ryzen 7 260 Ram32GB SSD 1TB RTX 5060 8GB Pantalla 15.1"" WUXGA OLED",,,Falabella
ASUS,EXPERTBOOK INTEL CORE I5-13420H SSD 2TB RAM 32GB LED 14 FULL HD,,,Falabella
HP,"PortÃ¡til Victus AMD Ryzen 7 RTX 4070 32GB RAM 512GB SSD 16"" FHD",,,Falabella
LENOVO,PortÃ¡til IdeaPad Slim 5 G10 AMD Ryzen AI 7 24GB 1TB,,,Falabella
LENOVO,PortÃ¡til IdeaPad Slim 5 AMD Ryzen 7 16GB 512GB - Gris,,,Falabella
LENOVO,"PORTATIL 15IRH10 INTEL CORE I7 13620H 24GB 512SSD 15.6 """,,,Falabella
HP,"PortÃ¡til Victus AMD Ryzen 7 RTX 4070 2TB SSD 24GB RAM 16"" FHD",,,Falabella
LENOVO,"PORTATIL V15 INTEL CORE I5-13420H SSD 512GB RAM 24GB LED 15,6",,,Falabella
ASUS,"Portatil TUF Gaming Ryzen 7 7445HS 16gb ram 512gb ssd RTX 4050 6GB pantalla 15,6"" 144hz 140v",,,Falabella
HP,"PortÃ¡til VICTUS 15 - CORE I5 13420H -32GB RAM - 512GB SSD - RTX 3050 6GB - 15.6"" -FA2013DX -GAMER",,,Falabella
HP,PortÃ¡til Core i5 1235U 8GB RAM SSD 512GB 156 FHD,,,Falabella
LENOVO,"PORTATIL SLIM INTEL CORE I7 13620H SSD 512GB RAM 40GB DDR5 15,3 WUXGA",,,Falabella
LENOVO,PORTATIL AMD RYZEN 7-7730U SSD 2TB RAM 40GB LED 14 FULL HD,,,Falabella
ASUS,"Portatil E1504FA NJ1382 Ryzen 5 7520U Ram 16GB Ssd 512 GB Pantalla 15,6â³FHD",,,Falabella
ASUS,Portatil Gamer TUF A15 AMD RYZEN 7-7435HS 64/1 TB SSD RTX 3050 4GB 15.6 FHD 144Hz Windows 11 H.,,,Falabella
LENOVO,Portatil IdeaPad slim 3 Intel Core i5-12450H Ram 16Gb SSD 512Gb Win11 Home 15.6,,,Falabella
LENOVO,"PORTATIL V14 - AMD RYZEN 3 7320U - 16GB LPDDR5 - 512GB SSD - PANT 14"" FHD RJ45 - GREY",,,Falabella
ASUS,Portatil ExpertBook Intel Core i7 1355U 16GB 1TB SSD RTX 2050GB 4GB WIN11PRO,,,Falabella
HP,"PORTATIL GAMER VICTUS RYZEN 7 7445HS- 15.6"" 144HZ IPS FHD - RTX 3050 - RAM 32GB DDR5 SSD 1TB M.2",,,Falabella
LENOVO,PortÃ¡til Gamer Loq Intel I5 12450hx Ram 8gb Ssd 512gb Win 11,,,Falabella
ASUS,PORTATIL VIVOBOOK INTEL CORE I5-13420H RAM 24GB DDR4 SSD 1TB M2,,,Falabella
LENOVO,"PortÃ¡til AMD Ryzen 7 RTX 4050 24GB RAM 1TB SSD 15.6"" FHD",,,Falabella
LENOVO,Portatil V14 G4 Intel Core I7 1355u RAM 24gb SSD 1TB Fhd 14,,,Falabella
HP,"PORTATIL INTEL CORE I7-1355U SSD 512GB RAM 24GB LED 15,6 FULL HD",,,Falabella
ASUS,PORTATIL VIVOBOOK INTEL CORE I7-13620H SSD 2TB RAM 16GB 15.6 FHD,,,Falabella
HP,PortÃ¡til Pavilion Intel Core i5-1235U 16GB RAM 1TB SSD 156 FHD,,,Falabella
HP,"PortÃ¡til-HP 15-FC0256LA - AMD RYZEN 5 7520U - 16GB LPDDR5 - 512GB SSD - PANTALLA 15,6"" FHD",,,Falabella
ASUS,PORTATIL EXPERTBOOK INTEL CORE I7-13620H RAM 40GB SSD 1TB/ 15.6 PULGADAS/WIN11 PRO,,,Falabella
LENOVO,Portati V14 G5 Core 3-100U Ssd 1TB Ram 24GB LCD 14 Fhd W11 Home,,,Falabella
ASUS,"PortÃ¡til Gamer TUF RYZEN 5 7535HS 64GB 512GB SSD M.2 RTX 3050 4GB PANTALLA 15,6"" FHD 144HZ",,,Falabella
ASUS,PortÃ¡til X1605VA-MB2667 Intel Core I5-13420H Ram 16Gb Ssd 1TB Pantalla 16,,,Falabella
ASUS,"Portatil Gamer ROG STRIX G16 Ryzen 9 8940HX Ram 64GB SSD 2TB RTX 5070 16"" WUXGA 165HZ",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 5 Ryzen 7 260 Ram32GB SSD 2TB RTX 5060 8GB Pantalla 15.1"" WUXGA OLED",,,Falabella
LENOVO,"PortÃ¡til IdeaPad 15AMN8 Ryzen 3 16GB RAM 512GB SSD 15.6"" FHD Artic Grey (82XQ00YQLM)",,,Falabella
LENOVO,PortÃ¡til Gamer legion Ryzen 7 8845HS 16GB 1TB RTX4070,,,Falabella
ASUS,"Portatil TUF Gaming Ryzen 7 7445HS 32gb ram 512gb ssd RTX 4050 6GB pantalla 15,6"" 144hz 140v",,,Falabella
HP,"PORTÃTIL CORE ULTRA 7 155H 24GB 2TB SSD 15.6"" FHD COPILOT",,,Falabella
HP,"PORTÃTIL CORE ULTRA 7 155H 32GB 2TB SSD 15.6"" FHD COPILOT",,,Falabella
ASUS,PORTATIL GAMER TUF F15- RYZEN 7 7445HS -RAM 16GB - SSD 1TB - RTX 3050 4GB,,,Falabella
ASUS,PORTATIL PROART PZ13 SNAPDRAGON X PLUS 16 GB RAM 1 TB SSD 13.3 3 K,,,Falabella
ASUS,Portatil Ryzen 5 7520U 16GB RAM 512GB SSD 15.6â Full HD,,,Falabella
LENOVO,LEGION 5 PROCESADOR ULTRA 7 255HX RAM 16GB DDR5 5600 SSD 1TB RTX 5070 8G,,,Falabella
LENOVO,"PORTATIL GAMER LOQ INTEL CORE I5 12450HX + RTX 4050 RAM 16GB DDR5 SSD 512GB - 15.6"" 144HZ FHD",,,Falabella
LENOVO,PORTATIL YOGA INTEL CORE ULTRA 7 16GB RAM 1TB SSD DOBLE PANTALLA 13.3'' OLED TOUCH,,,Falabella
HP,PortÃ¡til 15-FC0256LA Ryzen 5 7520U 16GB RAM 512GB SSD 15.6â FHD,,,Falabella
ASUS,PORTATIL TUF A16 RYZEN 9 270 RAM 32GB SSD 1TB RTX 5070 8G,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I7-13620H - RTX 5060 8GB - 64GB DDR5 - 2TB SSD - 15.6â FHD 144Hz,,,Falabella
ASUS,"PortÃ¡til Gamer TUF Ryzen 7 7445HS Ram 32GB SSD 1TB RTX 3050 4GB Pantalla 15,6"" FHD 144HZ",,,Falabella
ASUS,"PortÃ¡til Gamer TUF Ryzen 7 7445HS Ram 64GB SSD 1TB RTX 3050 4GB Pantalla 15,6"" FHD 144HZ",,,Falabella
ASUS,"PortÃ¡til Gamer TUF Ryzen 7 7445HS Ram 16GB SSD 2TB RTX 3050 4GB Pantalla 15,6"" FHD 144HZ",,,Falabella
ASUS,"PortÃ¡til Gamer TUF Ryzen 7 7445HS Ram 24GB SSD 2TB RTX 3050 4GB Pantalla 15,6"" FHD 144HZ",,,Falabella
ASUS,"PortÃ¡til Gamer TUF Ryzen 7 7445HS Ram 64GB SSD 2TB RTX 3050 4GB Pantalla 15,6"" FHD 144HZ",,,Falabella
HP,"Portatil 240 G10 Lic W11 Pro Intel Core I5 1334U Ddr4 8gb Ssd 512gb 14"" Fhd",,,Falabella
LENOVO,Portatil IdeaPad Slim 3 15IRH10 Intel Core I7 13620H SSD 512GB DDR5 24GB 15.3 WUXGA,,,Falabella
ASUS,"PortÃ¡til Gamer TUF Ryzen 7 7445HS Ram 16GB SSD 1TB RTX 3050 4GB Pantalla 15,6"" FHD 144HZ",,,Falabella
ASUS,"PortÃ¡til Gamer TUF Ryzen 7 7445HS Ram 32GB SSD 2TB RTX 3050 4GB Pantalla 15,6"" FHD 144HZ",,,Falabella
ASUS,"PortÃ¡til Gamer TUF Ryzen 7 7445HS Ram 48GB SSD 2TB RTX 3050 4GB Pantalla 15,6"" FHD 144HZ",,,Falabella
LENOVO,"Portatil IdeaPad Slim 3 Intel Core I5-13420h Ssd 512gb Ram 16gb 15.3"" Touch",,,Falabella
LENOVO,"Portatil IdeaPad Slim 3 Intel Core I5-13420h Ssd 512gb Ram 24gb 15.3"" Touch",,,Falabella
LENOVO,PORTÃTIL IDEAPAD SLIM 3 15IRU8 CI3 1315U,,,Falabella
ASUS,"PortÃ¡til Gamer TUF Ryzen 7 7445HS Ram 32GB SSD 512GB RTX 3050 4GB Pantalla 15,6"" FHD 144HZ",,,Falabella
LENOVO,Laptop IdeaPad Slim 3 15.3â Ryzen 5 8640HS 8GB RAM 512GB SSD WUXGA Azul,,,Falabella
ASUS,"PORTATIL GAMER TUF RYZEN 7 7445HS 16 GB RAM 512 GB SSD 15"" FHD GEFORCE RTX 3050 4 GB NEGRO",,,Falabella
LENOVO,Laptop IdeaPad Slim 3 Ryzen 3 16GB RAM 1TB SSD 15.6â FHD,,,Falabella
LENOVO,Portatil ThinkBook 14 G7 ARP AMD Ryzen 7 7735HS SSD 1 TB DDR5 16GB 14 WUXGA,,,Falabella
